10 year GDP Average,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2-Alpha Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Alternative conversion factor,Average % of Forest Cover (10 yrs),"Average Agriculture Contribution to GDP(% of GDP, 10 yrs)",Average Arable Land %(10 yrs),Average rural population (10 yrs),Average,Balance of Payments Manual in use,Country Code (Country),Country Code,Country Name (GDP),Country Name,Currency Unit,External debt Reporting status,Government Accounting concept,IMF data dissemination standard,Income Group,Indicator Code,Indicator Name,Land area(Sq Km),Latest agricultural census,Latest household survey,Latest industrial data,Latest population census,Latest trade data,Latest water withdrawal data,Lending category,Long Name,National accounts base year,National accounts reference year,Number of Records,Other groups,PPP survey year,Region,SNA price valuation,Short Name,Source of most recent Income and expenditure data,Special Notes,System of National Accounts,System of trade,Table Name,Vital registration complete,WB-2 code
6516947460591.63,,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388250,9388240,9388230,9388230,9388230,9388230,CN,9388220,9388214.2,9388213.2,9388212.7,9388212.5,9388211.8,9388211.4,9388210.8,9388210.8,9388211,9388211,9388211,9388211,9388211,9388211,9388211,9388211,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,9388236.88214286,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.TOTL.K2,Land area (sq. km),9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
6516947460591.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8868577,,,,,,,,,,CN,8868577,,,,,,,,,,8868577,,,,,,,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,8868577,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.TOTL.RU.K2,Rural land area (sq. km),9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
6516947460591.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380679.3,,,,,,,,,,CN,380679.3,,,,,,,,,,380679.3,,,,,,,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,380679.3,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.TOTL.UR.K2,Urban land area (sq. km),9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
6516947460591.63,23.1753,35.794855149,38.986405094,39.854201714,38.029797945,37.549019608,37.179012019,39.806041690,41.643254401,37.519111202,34.798438391,33.631812447,32.416549130,32.925767361,33.426459667,31.952623787,32.359633273,28.990769231,27.686410960,30.703572735,29.634231406,31.316098707,32.785573380,32.568220698,31.539465549,27.934145886,26.638846591,26.321193304,25.237806645,24.611605558,26.584149760,24.033882285,21.328945191,19.307491338,19.474273966,19.596543196,19.325448105,17.895251835,17.159004877,16.064811339,CN,14.676291707,13.983462487,13.301467169,12.348968870,12.916630108,11.641484121,10.625756191,10.283004659,10.250895496,9.786198864,9.530196695,9.434507131,9.419942802,9.295190345,9.059915462,8.832729605,,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,24.163797524,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,NV.AGR.TOTL.ZS,"Agriculture, value added (% of GDP)",9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
6516947460591.63,5.97165e+10,50056868957.6732,47209359005.6057,50706799902.5104,59708343488.5043,70436266146.7219,76720285969.6157,72881631326.6715,70846535055.6503,79705906247.4612,92602973434.0726,99800958648.1436,113687586299.051,138544284708.957,144182133387.722,163431551779.761,153940455341.506,174938098826.569,149540650406.504,178282608695.652,191150000000,195865079365.079,205091603053.435,230685823754.789,259946428571.429,309486394557.823,300759420289.855,272973094170.404,312353909465.021,347767206477.733,360858508604.206,383372822299.652,426915227629.513,444730903968.185,564325246266.838,734548001963.907,863746361646.34,961603416246.472,1029043011921.59,1093997559885.48,CN,1211346395438.73,1339395440432.04,1470549716080.71,1660287543796.06,1955347477285.91,2285965854313.36,2752132089196.58,3552182714426.55,4598205419718.8,5109954035775.98,6100620356557.32,7572554360442.62,8560546868811.69,9607224248684.59,10482371325324.7,11064664793255.7,,1978–93,21.372520801,9.832711034,11.464921170,679016868.727273,1622491221873.8,"IMF Balance of Payments Manual, 6th edition.",CHN,CHN,China,China,Chinese yuan,Preliminary,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,NY.GDP.MKTP.CD,GDP (current US$),9388211.8,2007,"National Sample Survey on Population Changes, 2014",2007,2010,2015,2013,IBRD,People's Republic of China,2010,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),China,"Integrated household survey (IHS), 2014","On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. National accounts have been revised from 2010-2015 based on the National Bureau of Statistics data and World Bank estimates. The new base year is 2010.",Country uses the 1993 System of National Accounts methodology.,General trade system,China,,CN
325016089726.134,,116530,119800,124600,126900,129400,132100,134600,137000,139200,142480,143990,152300,160800,168830,172200,175480,179650,183760,187020,189380,193410,197790,198980,200510,205770,207750,212400,213300,213370,213830,215160,213740,212450,211200,212100,208630,204420,200520,200170,TH,198340,198280,196890,195540,195550,196100,197000,198000,200500,208790,210600,210600,218600,221100,221100,,,,31.805814808,10.203473585,30.974378046,37392889.4545455,185527.962962963,"IMF Balance of Payments Manual, 6th edition.",THA,THA,Thailand,Thailand,Thai baht,Actual,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.AGRI.K2,Agricultural land (sq. km),510890,2013,"Multiple Indicator Cluster Survey, 2012/13",2011,2010,2015,2007,IBRD,Kingdom of Thailand,2002,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Thailand,"Integrated household survey (IHS), 2014",Fiscal year end: September 30; reporting period for national accounts data: CY.,Country uses the 1993 System of National Accounts methodology.,Special trade system,Thailand,,TH
325016089726.134,,22.809215291,23.449274795,24.388811682,24.839006440,25.328348568,25.856838067,26.346180195,26.815948639,27.246569712,27.888586584,28.184149230,29.810722465,31.474485701,33.046252618,33.705885807,34.347902680,35.164125350,35.968603809,36.606705945,37.068644914,37.857464425,38.714791834,38.947718687,39.247196070,40.276771908,40.664330874,41.574507232,41.750670399,41.764371978,41.854410930,42.114740942,41.836794613,41.584294075,41.339623011,41.515786177,40.836579303,40.012527158,39.249153438,39.180645540,TH,38.822447102,38.810702891,38.538628668,38.274383918,38.276341287,38.383996555,38.560159721,38.755896573,39.245238701,40.867897199,41.222180900,41.222180900,42.788075711,43.277417839,43.277417839,,,,31.805814808,10.203473585,30.974378046,37392889.4545455,36.314659313,"IMF Balance of Payments Manual, 6th edition.",THA,THA,Thailand,Thailand,Thai baht,Actual,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.AGRI.ZS,Agricultural land (% of land area),510890,2013,"Multiple Indicator Cluster Survey, 2012/13",2011,2010,2015,2007,IBRD,Kingdom of Thailand,2002,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Thailand,"Integrated household survey (IHS), 2014",Fiscal year end: September 30; reporting period for national accounts data: CY.,Country uses the 1993 System of National Accounts methodology.,Special trade system,Thailand,,TH
325016089726.134,,10400000,10600000,10800000,11000000,11200000,11400000,11600000,11800000,12000000,12300000,12431000,13150000,13900000,14624000,14900000,15164000,15773000,16108000,16315000,16515000,16855000,17199000,17293000,17401000,17693000,17810000,17930000,17728000,17581000,17494000,17510000,17238000,17085000,16860000,16839000,16563000,16242000,15932000,15867000,TH,15654000,15578000,15389000,15200000,15200000,15200000,15200000,15200000,15250000,15695000,15760000,15760000,16560000,16810000,16810000,,,,31.805814808,10.203473585,30.974378046,37392889.4545455,15229000,"IMF Balance of Payments Manual, 6th edition.",THA,THA,Thailand,Thailand,Thai baht,Actual,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.ARBL.HA,Arable land (hectares),510890,2013,"Multiple Indicator Cluster Survey, 2012/13",2011,2010,2015,2007,IBRD,Kingdom of Thailand,2002,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Thailand,"Integrated household survey (IHS), 2014",Fiscal year end: September 30; reporting period for national accounts data: CY.,Country uses the 1993 System of National Accounts methodology.,Special trade system,Thailand,,TH
325016089726.134,,20.356632543,20.748106246,21.139579949,21.531053651,21.922527354,22.314001057,22.705474760,23.096948462,23.488422165,24.075632719,24.332047995,25.739395956,27.207422341,28.624557145,29.164790855,29.681536143,30.873573568,31.529292020,31.934467302,32.325941005,32.991446300,33.664781068,33.848773709,34.060169508,34.631721114,34.860733230,35.095617452,34.700229012,34.412495841,34.242204780,34.273522676,33.741118440,33.441641058,33.001233142,32.960128403,32.419894694,31.791579401,31.184795161,31.057566208,TH,30.640646715,30.491886708,30.121944058,29.752001409,29.752001409,29.752001409,29.752001409,29.752001409,29.849869835,30.720898824,30.848127777,30.848127777,32.414022588,32.903364716,32.903364716,,,,31.805814808,10.203473585,30.974378046,37392889.4545455,29.808765096,"IMF Balance of Payments Manual, 6th edition.",THA,THA,Thailand,Thailand,Thai baht,Actual,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.ARBL.ZS,Arable land (% of land area),510890,2013,"Multiple Indicator Cluster Survey, 2012/13",2011,2010,2015,2007,IBRD,Kingdom of Thailand,2002,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Thailand,"Integrated household survey (IHS), 2014",Fiscal year end: September 30; reporting period for national accounts data: CY.,Country uses the 1993 System of National Accounts methodology.,Special trade system,Thailand,,TH
325016089726.134,,1.943666934,2.153105365,2.662021179,2.681594864,2.740315919,2.838184345,2.896905400,2.936052771,2.936052771,2.951711719,2.951711719,3.131789622,3.288379103,3.403863845,3.484115955,3.570240169,3.155278044,3.264890681,3.458670164,3.489988060,3.574154906,3.719000176,3.728787019,3.777721232,4.216171779,4.357102312,5.010863395,5.558926579,5.844702382,6.085458709,6.294897140,6.529781362,6.576758206,6.772495058,6.989762963,6.850789798,6.655052947,6.498463466,6.557184521,TH,6.615905577,6.752921373,6.850789798,6.956487698,6.958445066,7.066100335,7.242263501,7.438000352,7.829474055,8.581103564,8.808158312,8.808158312,8.808158312,8.808158312,8.808158312,,,,31.805814808,10.203473585,30.974378046,37392889.4545455,5.219794360,"IMF Balance of Payments Manual, 6th edition.",THA,THA,Thailand,Thailand,Thai baht,Actual,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.CROP.ZS,Permanent cropland (% of land area),510890,2013,"Multiple Indicator Cluster Survey, 2012/13",2011,2010,2015,2007,IBRD,Kingdom of Thailand,2002,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Thailand,"Integrated household survey (IHS), 2014",Fiscal year end: September 30; reporting period for national accounts data: CY.,Country uses the 1993 System of National Accounts methodology.,Special trade system,Thailand,,TH
325016089726.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.412946035,28.001331011,28.589715986,29.178100961,29.766485936,30.354870912,30.943255887,31.531640862,32.120025837,32.708410813,TH,33.296795788,32.940163245,32.583530701,32.226898158,31.870265615,31.513633072,31.571962653,31.630292235,31.688621817,31.746951399,31.805280980,31.864002036,31.922723091,31.981444146,32.040165202,32.098886257,,,31.805814808,10.203473585,30.974378046,37392889.4545455,31.284169255,"IMF Balance of Payments Manual, 6th edition.",THA,THA,Thailand,Thailand,Thai baht,Actual,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.FRST.ZS,Forest area (% of land area),510890,2013,"Multiple Indicator Cluster Survey, 2012/13",2011,2010,2015,2007,IBRD,Kingdom of Thailand,2002,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Thailand,"Integrated household survey (IHS), 2014",Fiscal year end: September 30; reporting period for national accounts data: CY.,Country uses the 1993 System of National Accounts methodology.,Special trade system,Thailand,,TH
325016089726.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TH,,,,,,,,,,,,,,,,,,,31.805814808,10.203473585,30.974378046,37392889.4545455,,"IMF Balance of Payments Manual, 6th edition.",THA,THA,Thailand,Thailand,Thai baht,Actual,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.IRIG.AG.ZS,Agricultural irrigated land (% of total agricultural land),510890,2013,"Multiple Indicator Cluster Survey, 2012/13",2011,2010,2015,2007,IBRD,Kingdom of Thailand,2002,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Thailand,"Integrated household survey (IHS), 2014",Fiscal year end: September 30; reporting period for national accounts data: CY.,Country uses the 1993 System of National Accounts methodology.,Special trade system,Thailand,,TH
325016089726.134,,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,TH,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,,31.805814808,10.203473585,30.974378046,37392889.4545455,510890,"IMF Balance of Payments Manual, 6th edition.",THA,THA,Thailand,Thailand,Thai baht,Actual,Consolidated central government,Special Data Dissemination Standard (SDDS),Upper middle income,AG.LND.TOTL.K2,Land area (sq. km),510890,2013,"Multiple Indicator Cluster Survey, 2012/13",2011,2010,2015,2007,IBRD,Kingdom of Thailand,2002,,1,,2011,East Asia & Pacific,Value added at producer prices (VAP),Thailand,"Integrated household survey (IHS), 2014",Fiscal year end: September 30; reporting period for national accounts data: CY.,Country uses the 1993 System of National Accounts methodology.,Special trade system,Thailand,,TH
